Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Principio activo (product.metafields.shopify.active-ingredient),Grupo de edad (product.metafields.shopify.age-group),Contenido de “”Alcohol/Disolvente” (product.metafields.shopify.alcohol-solvent-content),Aceite base (product.metafields.shopify.base-oil),Área del cuerpo (product.metafields.shopify.body-area),Tipo de vela (product.metafields.shopify.candle-type),Color (product.metafields.shopify.color-pattern),Ingredientes constitutivos (product.metafields.shopify.constitutive-ingredients),Función cosmética (product.metafields.shopify.cosmetic-function),Tipo de agente exfoliante (product.metafields.shopify.exfoliating-agent-type),Acabado (product.metafields.shopify.finish),Fragancia (product.metafields.shopify.fragrance),Formato de set de regalo (product.metafields.shopify.gift-set-format),Función de calor (product.metafields.shopify.heat-function),Estilo de porta incienso (product.metafields.shopify.incense-holder-style),Tipo de incienso (product.metafields.shopify.incense-type),Ingredientes (product.metafields.shopify.ingredients),Técnica de masaje (product.metafields.shopify.massage-technique),Material (product.metafields.shopify.material),Ocasión (product.metafields.shopify.occasion),Tipo de embalaje (product.metafields.shopify.package-type),Certificaciones y estándares del producto (product.metafields.shopify.product-certifications-standards),Forma del producto (product.metafields.shopify.product-form),Aroma (product.metafields.shopify.scent),Estación (product.metafields.shopify.season),Forma (product.metafields.shopify.shape),Efecto del cuidado de la piel (product.metafields.shopify.skin-care-effect),Adecuado para tipo de piel (product.metafields.shopify.suitable-for-skin-type),Espacio adecuado (product.metafields.shopify.suitable-space),Sexo objetivo (product.metafields.shopify.target-gender),Textura (product.metafields.shopify.texture),Tema (product.metafields.shopify.theme),Tipo de uso (product.metafields.shopify.usage-type),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Chile,Price / Chile,Compare At Price / Chile,Status
body-splash,,,,,,,,,FLORAL FIG - Higos & Flores Blancas,,,,,,,,'4050018,0.0,shopify,14,deny,manual,6790,7990,true,true,,,,,'7798344779531,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-4649744.jpg?v=1762915232,2,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-5983909.jpg?v=1762915271,kg,,,,,,
body-splash,,,,,,,,,ARMONÍA - Coco & Sándalo,,,,,,,,'4050017,0.0,shopify,21,deny,manual,6790,7990,true,true,,,,,'7798344774727,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-7665818.jpg?v=1762915232,3,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-9837686.jpg?v=1762915232,kg,,,,,,
body-splash,,,,,,,,,SERENIDAD - Gardenia & Lilas,,,,,,,,'4050003,0.0,shopify,15,continue,manual,6790,7990,true,true,,,,,'7798344774703,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-6346442.jpg?v=1762915232,4,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-7665818.jpg?v=1762915232,kg,,,,,,
body-splash,,,,,,,,,RELAJACIÓN - Lavanda & Cedro,,,,,,,,'4050004,0.0,shopify,17,deny,manual,6790,7990,true,true,,,,,'7798344774710,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-3456368.jpg?v=1762915232,5,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-6346442.jpg?v=1762915232,kg,,,,,,
body-splash,,,,,,,,,PROSPERIDAD - Bambú & Geranios,,,,,,,,'4050012,0.0,shopify,21,deny,manual,6790,7990,true,true,,,,,'7798344774871,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-9226435.jpg?v=1762915232,6,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-7882945.jpg?v=1762915233,kg,,,,,,
body-splash,,,,,,,,,TEMPLANZA - Esencias de la India,,,,,,,,'4050013,0.0,shopify,29,deny,manual,6790,7990,true,true,,,,,'7798344774741,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-9837686.jpg?v=1762915232,7,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-4649744.jpg?v=1762915232,kg,,,,,,
body-splash,,,,,,,,,CONCIENCIA - Jardines de Arabia,,,,,,,,'4050020,0.0,shopify,0,deny,manual,6790,7990,true,true,,,,,'7798344773010,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-7882945.jpg?v=1762915233,8,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-5672528.jpg?v=1762915271,kg,,,,,,
body-splash,,,,,,,,,PUREZA - Verbena & Limón,,,,,,,,'4050002,0.0,shopify,5,deny,manual,6790,7990,true,true,,,,,'7798344774697,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-5229928.jpg?v=1762915233,9,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-1757706.jpg?v=1762915233,kg,,,,,,
body-splash,,,,,,,,,BALANCE - Jazmín & Rosas,,,,,,,,'4050009,0.0,shopify,0,deny,manual,6790,7990,true,true,,,,,'7798344774765,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-1757706.jpg?v=1762915233,10,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-9226435.jpg?v=1762915232,kg,,,,,,
body-splash,,,,,,,,,BIENESTAR - Vainilla & Neroli,,,,,,,,'4050006,0.0,shopify,0,deny,manual,6790,7990,true,true,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-5983909.jpg?v=1762915271,11,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-4424523.jpg?v=1763163847,kg,,,,,,
body-splash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-5672528.jpg?v=1762915271,12,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-splash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/body-splash-aqui-ahora-4424523.jpg?v=1763163847,13,Body Splash Aquí & Ahora - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difusores-repuestos,Repuesto Difusor Mikado Linea Premium Aquí y Ahora,"<div class=""pz-product-copy"">
  <p><strong>Repuesto Difusor Mikado Linea Premium</strong> ✨ Un difusor de varillas creado para acompanar el espacio de manera continua y elegante, con una presencia aromatica estable y sofisticada. Cada variante sostiene una intencion distinta para ayudarte a elegir segun el mood que quieras crear.</p>
  <p>Ideal para mantener un aroma constante en living, dormitorio, bano, escritorio o espacios de recepcion.</p>
  <ul>
    <li>
<strong>Contenido:</strong> Cada repuesto contiene 500 ml , lo que equivale a más de dos recargas completas de un difusor estándar de 200 ml</li>
    <li>
<strong>Duracion estimada:</strong> Hasta 4 meses aprox</li>
  </ul>
  <p><strong>Detalles del producto</strong></p>
  <ul>
    <li>Mantén las varillas originales: están diseñadas para seguir absorbiendo aroma</li>
    <li>Rota las varillas cada 3–4 días para mantener la intensidad</li>
  </ul>
  <h3>BIENESTAR - Vainilla</h3>
  <p><strong>Bienestar</strong> ✨ Ideal para envolver el espacio en una sensacion de abrigo, suavidad y cuidado personal.</p>
  <p>Acompana pausas de autocuidado, mananas lentas o rituales para volver al centro. Su perfil aromatico se expresa con notas de Vainilla.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Ideal para envolver el espacio en una sensacion de abrigo, suavidad y cuidado personal.</li>
    <li>
<strong>Aroma protagonista:</strong> Vainilla</li>
  </ul>
  <h3>ARMONIA - Coco</h3>
  <p><strong>Armonia</strong> ✨ Equilibra el ambiente con una sensacion calida y acogedora que ayuda a sentir hogar.</p>
  <p>Funciona muy bien en espacios compartidos, momentos de descanso y encuentros tranquilos. Su perfil aromatico se expresa con notas de Coco.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Equilibra el ambiente con una sensacion calida y acogedora que ayuda a sentir hogar.</li>
    <li>
<strong>Aroma protagonista:</strong> Coco</li>
  </ul>
  <h3>RELAJACIÓN - Lavanda</h3>
  <p><strong>Relajacion</strong> ✨ Pensada para bajar revoluciones, soltar tension y regalarle descanso al cuerpo y a la mente.</p>
  <p>Perfecta para la noche, despues de un dia intenso o antes de dormir. Su perfil aromatico se expresa con notas de Lavanda.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Pensada para bajar revoluciones, soltar tension y regalarle descanso al cuerpo y a la mente.</li>
    <li>
<strong>Aroma protagonista:</strong> Lavanda</li>
  </ul>
  <h3>SERENIDAD - Gardenia</h3>
  <p><strong>Serenidad</strong> ✨ Crea una atmosfera serena y delicada que invita al silencio interior y a la contemplacion.</p>
  <p>Muy linda para leer, meditar o transformar el dormitorio en un refugio suave. Su perfil aromatico se expresa con notas de Gardenia.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Crea una atmosfera serena y delicada que invita al silencio interior y a la contemplacion.</li>
    <li>
<strong>Aroma protagonista:</strong> Gardenia</li>
  </ul>
  <h3>PROSPERIDAD - Bambu y Geranios</h3>
  <p><strong>Prosperidad</strong> ✨ Invita a conectar con abundancia, gratitud y apertura para recibir nuevas oportunidades.</p>
  <p>Muy especial para rituales de intencion, trabajo creativo o espacios de recepcion. Su perfil aromatico se expresa con notas de Bambu y Geranios.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Invita a conectar con abundancia, gratitud y apertura para recibir nuevas oportunidades.</li>
    <li>
<strong>Aroma protagonista:</strong> Bambu y Geranios</li>
  </ul>
  <h3>PUREZA - Verbena y Limon</h3>
  <p><strong>Pureza</strong> ✨ Aporta sensacion de limpieza, claridad y aire fresco, dejando una estela luminosa y renovadora.</p>
  <p>Ideal para comenzar el dia, ventilar energeticamente un espacio o resetear el ambiente. Su perfil aromatico se expresa con notas de Verbena y Limon.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Aporta sensacion de limpieza, claridad y aire fresco, dejando una estela luminosa y renovadora.</li>
    <li>
<strong>Aroma protagonista:</strong> Verbena y Limon</li>
  </ul>
  <h3>PINK CITRUS - Pomelo y Mandarina</h3>
  <p><strong>Pink Citrus</strong> ✨ Llena el ambiente de energia chispeante, optimismo y frescura luminosa.</p>
  <p>Perfecta para activar la manana, levantar el animo o dar un toque alegre al espacio. Su perfil aromatico se expresa con notas de Pomelo y Mandarina.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Llena el ambiente de energia chispeante, optimismo y frescura luminosa.</li>
    <li>
<strong>Aroma protagonista:</strong> Pomelo y Mandarina</li>
  </ul>
  <h3>FLORAL FIG - Higos y Flores Blancas</h3>
  <p><strong>Floral Fig</strong> ✨ Combina una faceta frutal y floral con un aura femenina, sofisticada y sensual.</p>
  <p>Ideal para elevar el animo, vestir el espacio con belleza y crear una experiencia memorable. Su perfil aromatico se expresa con notas de Higos y Flores Blancas.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Combina una faceta frutal y floral con un aura femenina, sofisticada y sensual.</li>
    <li>
<strong>Aroma protagonista:</strong> Higos y Flores Blancas</li>
  </ul>
  <h3>TEMPLANZA - Esencias de la India</h3>
  <p><strong>Templanza</strong> ✨ Invita a desacelerar y sostener una energia estable, profunda y elegante.</p>
  <p>Acompana muy bien la meditacion, el descanso consciente y los espacios de calma. Su perfil aromatico se expresa con notas de Esencias de la India.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Invita a desacelerar y sostener una energia estable, profunda y elegante.</li>
    <li>
<strong>Aroma protagonista:</strong> Esencias de la India</li>
  </ul>
  <h3>FORTALEZA - Maderas de Oriente</h3>
  <p><strong>Fortaleza</strong> ✨ Entrega una impronta mas firme y envolvente para sentir contencion, presencia y seguridad.</p>
  <p>Muy buena para dias exigentes, rituales de proteccion o momentos que piden sosten. Su perfil aromatico se expresa con notas de Maderas de Oriente.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Entrega una impronta mas firme y envolvente para sentir contencion, presencia y seguridad.</li>
    <li>
<strong>Aroma protagonista:</strong> Maderas de Oriente</li>
  </ul>
</div>",Aqui & Ahora,Home & Garden > Decor > Home Fragrances,Difusor Mikado,"Aqui & Ahora, bambú, difusor aromático, difusores, geranio, mikado, repuesto, vainilla",true,MODELOS,BIENESTAR - Vainilla,,,,,,,,'3410001,0.0,shopify,23,deny,manual,14990,,true,true,,,,,'7798344772013,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-4060044.jpg?v=1763163852,1,Repuesto Difusor Mikado linea Premium - Portal Zen,false,Repuesto Difusor Mikado Linea | Portal Zen,"Fragancia continua para un hogar con estilo con notas de vainilla, bambú, geranio. Descúbrelo en Portal Zen.",592,,,,,,,,,,,,'1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-7521453.jpg?v=1763163853,kg,,6628,true,,,active
difusores-repuestos,,,,,,,,,ARMONIA - Coco,,,,,,,,'3410002,0.0,shopify,18,deny,manual,14990,,true,true,,,,,'7798344772020,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-4497220.jpg?v=1763163852,2,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-9141015.jpg?v=1763163853,kg,,6628,,,,
difusores-repuestos,,,,,,,,,RELAJACIÓN - Lavanda,,,,,,,,'3410003,0.0,shopify,0,deny,manual,14990,0,true,true,,,,,'7798344772037,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-1009799.jpg?v=1763163853,3,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-4115675.jpg?v=1763163853,kg,,6628,,,,
difusores-repuestos,,,,,,,,,SERENIDAD - Gardenia,,,,,,,,'3410010,0.0,shopify,0,deny,manual,15990,0,true,true,,,,,'7798344774901,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-9141015.jpg?v=1763163853,4,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-7565231.jpg?v=1763163853,kg,,6712,,,,
difusores-repuestos,,,,,,,,,PROSPERIDAD - Bambu y Geranios,,,,,,,,'3410011,0.0,shopify,21,deny,manual,14990,,true,true,,,,,'7798344774918,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-7521453.jpg?v=1763163853,5,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-2180666.jpg?v=1763163854,kg,,6628,,,,
difusores-repuestos,,,,,,,,,PUREZA - Verbena y Limon,,,,,,,,'3410006,0.0,shopify,8,deny,manual,14990,,true,true,,,,,'7798344772068,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-4115675.jpg?v=1763163853,6,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-4497220.jpg?v=1763163852,kg,,6628,,,,
difusores-repuestos,,,,,,,,,PINK CITRUS - Pomelo y Mandarina,,,,,,,,'3410013,0.0,shopify,21,deny,manual,14990,15990,true,true,,,,,'7798344777483,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-4157932.jpg?v=1763163853,7,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-8776679.jpg?v=1763163981,kg,,6628,,,,
difusores-repuestos,,,,,,,,,FLORAL FIG - Higos y Flores Blancas,,,,,,,,'3410015,0.0,shopify,23,deny,manual,14990,,true,true,,,,,'7798344777506,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-7565231.jpg?v=1763163853,8,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-1815769.jpg?v=1763163854,kg,,6628,,,,
difusores-repuestos,,,,,,,,,TEMPLANZA - Esencias de la India,,,,,,,,'3410008,0.0,shopify,0,deny,manual,15990,0,true,true,,,,,'7798344772082,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-2180666.jpg?v=1763163854,9,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-1009799.jpg?v=1763163853,kg,,6628,,,,
difusores-repuestos,,,,,,,,,FORTALEZA - Maderas de Oriente,,,,,,,,'3410007,0.0,shopify,0,deny,manual,14990,0,true,true,,,,,'7798344772075,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-1815769.jpg?v=1763163854,10,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-4157932.jpg?v=1763163853,kg,,6628,,,,
difusores-repuestos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/repuesto-difusor-mikado-linea-premium-8776679.jpg?v=1763163981,11,Repuesto Difusor Mikado linea Premium - Portal Zen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
